web-scraper-order;web-scraper-start-url;Adresse;Art;Datum;Preis;Preis2
1671562980-538;https://www.benzin-preis.ch/suche?next=2104;"Coop Pronto

Langenthalstr. 90, 4912 Aarwangen";Bleifrei;13.11.2022;1,890 sFr;1,780 sFr
1671562982-539;https://www.benzin-preis.ch/suche?next=2103;"Avia

Furtstr. 88, 9125 Brunnadern";Bleifrei;20.11.2022;1,890 sFr;1,830 sFr
1671562984-540;https://www.benzin-preis.ch/suche?next=2102;"Coop Pronto

Industriestrasse 43, 5036 Oberentfelden";Bleifrei;28.10.2022;1,890 sFr;1,860 sFr
1671562986-541;https://www.benzin-preis.ch/suche?next=2101;"Transit-Garage Müller AG

Gotthardstr. 8 , 6410 Goldau";Bleifrei;23.10.2022;1,890 sFr;1,860 sFr
1671562988-542;https://www.benzin-preis.ch/suche?next=2100;"Avia

Bergstr. 24 a, 6410 Goldau";Bleifrei;23.10.2022;1,890 sFr;1,860 sFr
1671562990-543;https://www.benzin-preis.ch/suche?next=2099;"Ruedi Rüssel

Landstr. 27, 7304 Maienfeld";Bleifrei;16.10.2022;1,890 sFr;1,860 sFr
1671562992-544;https://www.benzin-preis.ch/suche?next=2098;"Coop Pronto

Route de la Gemmi, 3960 Sierre";Bleifrei;28.10.2022;1,890 sFr;1,860 sFr
1671562994-545;https://www.benzin-preis.ch/suche?next=2097;"Coop Pronto

Furkastrasse, 3984 Fiesch";Bleifrei;28.10.2022;1,890 sFr;1,860 sFr
1671562996-546;https://www.benzin-preis.ch/suche?next=2096;"Agrola

Kantonsstr. 26, 3940 Steg VS";Bleifrei;28.10.2022;1,890 sFr;1,860 sFr
1671562998-547;https://www.benzin-preis.ch/suche?next=2095;"Rheingarage Jaeger AG

Untere Industrie 2, 7304 Maienfeld";Bleifrei;16.10.2022;1,890 sFr;1,860 sFr
1671563001-548;https://www.benzin-preis.ch/suche?next=2094;"Eni Wetzikon

Zürcherstr. 22, 8620 Wetzikon ZH";Bleifrei;28.10.2022;1,890 sFr;1,860 sFr
1671563002-549;https://www.benzin-preis.ch/suche?next=2093;"Centre de l

Route du Vignoble 25, 2017 Boudry";Bleifrei;13.10.2022;1,890 sFr;1,860 sFr
1671563004-550;https://www.benzin-preis.ch/suche?next=2092;"MACRO SWISS ENERGY AG

Sedelstr. 7, 6020 Emmenbrücke";Bleifrei;06.11.2022;1,890 sFr;1,830 sFr
1671563007-551;https://www.benzin-preis.ch/suche?next=2091;"G. Roos

Zürichstr. 48, 8606 Nänikon";Bleifrei;25.09.2022;1,890 sFr;1,830 sFr
1671563008-552;https://www.benzin-preis.ch/suche?next=2090;"Coop

Baslerstr. 5, 4102 Binningen";Bleifrei;26.10.2022;1,890 sFr;1,860 sFr
1671563012-553;https://www.benzin-preis.ch/suche?next=2089;"Coop Pronto

Spundisstr. 11, 7000 Chur";Bleifrei;01.11.2022;1,890 sFr;1,860 sFr
1671563014-554;https://www.benzin-preis.ch/suche?next=2088;"Tamoil Garage Montani SA

Gemmistrasse 40, 3970 Salgesch";Bleifrei;28.10.2022;1,890 sFr;1,860 sFr
1671563016-555;https://www.benzin-preis.ch/suche?next=2087;"Eni

GRABENHOF, 6010 Kriens";Bleifrei;01.10.2022;1,890 sFr;1,880 sFr
1671563018-556;https://www.benzin-preis.ch/suche?next=2086;"BP

Bözingenstr. 100, 2500 Biel/Bienne";Bleifrei;26.10.2022;1,890 sFr;1,860 sFr
1671563020-557;https://www.benzin-preis.ch/suche?next=2085;"BP

Industrie Nord, 5745 Safenwil";Bleifrei;28.10.2022;1,890 sFr;1,860 sFr
1671563023-558;https://www.benzin-preis.ch/suche?next=2084;"Coop

Solothurnstr. 132 , 2500 Biel/Bienne";Bleifrei;26.10.2022;1,890 sFr;1,860 sFr
1671563025-559;https://www.benzin-preis.ch/suche?next=2083;"Auto-Center H.R. Flückiger AG

Langenthalstrasse 61, 4912 Aarwangen";Bleifrei;13.11.2022;1,890 sFr;1,780 sFr
1671563027-560;https://www.benzin-preis.ch/suche?next=2082;"Socar

Herrengasse 38, 6430 Schwyz";Bleifrei;24.10.2022;1,889 sFr;1,859 sFr
1671563029-561;https://www.benzin-preis.ch/suche?next=2081;"Garage Wüest

Willisauerstr. 24, 6218 Ettiswil";Bleifrei;12.11.2022;1,885 sFr;1,775 sFr
1671563031-562;https://www.benzin-preis.ch/suche?next=2080;"Posttankstelle

Via Ludains 14, 7500 St. Moritz";Bleifrei;16.10.2022;1,880 sFr;1,850 sFr
1671563033-563;https://www.benzin-preis.ch/suche?next=2079;"Merillat

Quartier de la Verrerie 67, 2740 Moutier";Bleifrei;26.10.2022;1,880 sFr;1,850 sFr
1671563035-564;https://www.benzin-preis.ch/suche?next=2078;"Shell

Rue Auguste-Quiquerez 8, 2800 Delémont";Bleifrei;26.10.2022;1,880 sFr;1,850 sFr
1671563037-565;https://www.benzin-preis.ch/suche?next=2077;"Jubin

Rue Auguste Quiquerez 68, 2800 Delémont";Bleifrei;26.10.2022;1,880 sFr;1,850 sFr
1671563040-566;https://www.benzin-preis.ch/suche?next=2076;"Midland

Hauptstr. 87, 4528 Zuchwil";Bleifrei;28.04.2022;1,880 sFr;1,770 sFr
1671563041-567;https://www.benzin-preis.ch/suche?next=2075;"Garage Steinmann

Luzernerstrasse 23, 6247 Schötz";Bleifrei;13.11.2022;1,880 sFr;1,770 sFr
1671563044-568;https://www.benzin-preis.ch/suche?next=2074;"Shell

Bernstrasse 50, 3175 Flamatt";Bleifrei;28.10.2022;1,880 sFr;1,850 sFr
1671563048-569;https://www.benzin-preis.ch/suche?next=2073;"Coop Pronto

Bernstrasse 30, 3175 Flamatt";Bleifrei;28.10.2022;1,880 sFr;1,850 sFr
1671563050-570;https://www.benzin-preis.ch/suche?next=2072;"BP

Bernstr. 6, 3175 Flamatt";Bleifrei;28.10.2022;1,880 sFr;1,850 sFr
1671563052-571;https://www.benzin-preis.ch/suche?next=2071;"Coop

Route de Delémont 13, 2830 Courrendlin";Bleifrei;26.10.2022;1,880 sFr;1,850 sFr
1671563054-572;https://www.benzin-preis.ch/suche?next=2070;"Tankstelle Gebr. Uetz

Buchenstrasse 14, 4533 Riedholz";Bleifrei;26.04.2022;1,880 sFr;1,770 sFr
1671563057-573;https://www.benzin-preis.ch/suche?next=2069;"Red Fox

Gossauerstr. 139, 9100 Herisau";Bleifrei;20.11.2022;1,880 sFr;1,820 sFr
1671563058-574;https://www.benzin-preis.ch/suche?next=2068;"Garage Elite

Kantonsstrasse, 3942 Raron";Bleifrei;28.10.2022;1,880 sFr;1,850 sFr
1671563061-575;https://www.benzin-preis.ch/suche?next=2067;"Agrola

Hauptstr. 23, 9526 Zuckenriet";Bleifrei;20.11.2022;1,880 sFr;1,820 sFr
1671563063-576;https://www.benzin-preis.ch/suche?next=2066;"Garage Walpen Auto Center Ag

Überhengertstrasse, 3983 Mörel";Bleifrei;28.10.2022;1,880 sFr;1,850 sFr
1671563065-577;https://www.benzin-preis.ch/suche?next=2065;"E Feuz Transporte

Hauptstr., 3862 Innertkirchen";Bleifrei;24.10.2022;1,880 sFr;1,850 sFr
1671563067-578;https://www.benzin-preis.ch/suche?next=2064;"Shell

Reuchenettestr. 86, 2502 Biel/Bienne";Bleifrei;26.10.2022;1,880 sFr;1,850 sFr
1671563069-579;https://www.benzin-preis.ch/suche?next=2063;"Garage Keller + Co.

Hauptstr. 14, 7411 Sils im Domleschg";Bleifrei;16.10.2022;1,880 sFr;1,850 sFr
1671563071-580;https://www.benzin-preis.ch/suche?next=2062;"Agrola Tankstelle

Landstrasse 48, 4313 Möhlin";Bleifrei;29.03.2012;1,880 sFr;
1671563073-581;https://www.benzin-preis.ch/suche?next=2061;"Landi TopShop

Hauptstr., 9105 Schönengrund";Bleifrei;20.11.2022;1,880 sFr;1,820 sFr
1671563075-582;https://www.benzin-preis.ch/suche?next=2060;"Migrol

Luzernerstr. 51, 6247 Schötz";Bleifrei;13.11.2022;1,880 sFr;1,770 sFr
1671563077-583;https://www.benzin-preis.ch/suche?next=2059;"Agrola

Route de moutier 62, 2800 Delémont";Bleifrei;26.10.2022;1,880 sFr;1,850 sFr
1671563079-584;https://www.benzin-preis.ch/suche?next=2058;"Agrola Top Shop

ussere Heinzenbergstr. 1, 7430 Thusis";Bleifrei;16.10.2022;1,880 sFr;1,850 sFr
1671563143-585;https://www.benzin-preis.ch/suche?next=2057;"Avia

Walderstr. 45, 8630 Rüti ZH";Bleifrei;26.11.2022;1,879 sFr;1,869 sFr
1671563145-586;https://www.benzin-preis.ch/suche?next=2056;"Avia

Ochsenweg 2, 8636 Wald ZH";Bleifrei;23.11.2022;1,879 sFr;1,819 sFr
1671563148-587;https://www.benzin-preis.ch/suche?next=2055;"Agrola

Mattenstr., 5734 Reinach AG";Bleifrei;20.11.2022;1,875 sFr;1,815 sFr
1671563150-588;https://www.benzin-preis.ch/suche?next=2054;"Landi

Bahnhofstr. 55a, 8854 Siebnen SZ";Bleifrei;25.11.2022;1,870 sFr;1,860 sFr
1671563152-589;https://www.benzin-preis.ch/suche?next=2053;"Migrol Service Altdorf GmbH

Flüelerstrasse 154, 6460 Altdorf UR";Bleifrei;28.10.2022;1,870 sFr;1,840 sFr
1671563206-590;https://www.benzin-preis.ch/suche?next=2052;"Tamoil

Aarauerstr. 44, 5734 Reinach AG";Bleifrei;20.11.2022;1,870 sFr;1,810 sFr
1671563207-591;https://www.benzin-preis.ch/suche?next=2051;"Agrola

Giessenstr. 4, 8717 Benken SG";Bleifrei;28.10.2022;1,870 sFr;1,840 sFr
1671563210-592;https://www.benzin-preis.ch/suche?next=2050;"BP

Zürcherstr. 59, 9500 Wil SG";Bleifrei;26.11.2022;1,870 sFr;1,860 sFr
1671563212-593;https://www.benzin-preis.ch/suche?next=2049;"Socar

Zürcherstr. 7, 9500 Wil SG";Bleifrei;26.11.2022;1,870 sFr;1,860 sFr
1671563214-594;https://www.benzin-preis.ch/suche?next=2048;"Eni

, 7180 Disentis/Mustér";Bleifrei;16.01.2022;1,870 sFr;2,000 sFr
1671563216-595;https://www.benzin-preis.ch/suche?next=2047;"Eni

Via Principala, 7175 Sumvitg";Bleifrei;16.01.2022;1,870 sFr;2,000 sFr
1671563218-596;https://www.benzin-preis.ch/suche?next=2046;"BP

Walderstr. 74, 8630 Rüti ZH";Bleifrei;26.11.2022;1,870 sFr;1,860 sFr
1671563220-597;https://www.benzin-preis.ch/suche?next=2045;"Socar

Zürcherstr. 10, 9552 Bronschhofen";Bleifrei;26.11.2022;1,870 sFr;1,860 sFr
1671563222-598;https://www.benzin-preis.ch/suche?next=2044;"Avia

Wilerstr. 48, 9542 Münchwilen TG";Bleifrei;26.11.2022;1,870 sFr;1,860 sFr
1671563224-599;https://www.benzin-preis.ch/suche?next=2043;"Jubin

Route de France 22 , 2805 Soyhières";Bleifrei;26.10.2022;1,870 sFr;1,840 sFr
1671563226-600;https://www.benzin-preis.ch/suche?next=2042;"Agrola TopShop

Mettlenbachstr. 11, 8617 Mönchaltorf";Bleifrei;27.11.2022;1,870 sFr;1,860 sFr
1671563229-601;https://www.benzin-preis.ch/suche?next=2041;"Ruedi Rüssel

Goldauerstr. 8, 6416 Steinerberg";Bleifrei;23.10.2022;1,870 sFr;1,840 sFr
1671563230-602;https://www.benzin-preis.ch/suche?next=2040;"Avia

Fischingerstr. 36, 8374 Dussnang";Bleifrei;26.11.2022;1,870 sFr;1,860 sFr
1671563232-603;https://www.benzin-preis.ch/suche?next=2039;"Ruedi Rüssel

Kantonsstrasse, 3952 Susten";Bleifrei;28.10.2022;1,870 sFr;1,840 sFr
1671563234-604;https://www.benzin-preis.ch/suche?next=2038;"Agrola

Riedikerstr. , 8616 Riedikon";Bleifrei;27.11.2022;1,870 sFr;1,860 sFr
1671563237-605;https://www.benzin-preis.ch/suche?next=2037;"BP

St. Gallerstr. 75, 9500 Wil SG";Bleifrei;26.11.2022;1,870 sFr;1,860 sFr
1671563239-606;https://www.benzin-preis.ch/suche?next=2036;"Leone

Othmarsingerstr. 3, 5600 Lenzburg";Bleifrei;15.10.2022;1,870 sFr;1,840 sFr
1671563241-607;https://www.benzin-preis.ch/suche?next=2035;"Avia

Dorf 9, 9613 Mühlrüti";Bleifrei;26.11.2022;1,870 sFr;1,860 sFr
1671563243-608;https://www.benzin-preis.ch/suche?next=2034;"Tamoil

Furkastr. , 3985 Münster VS";Bleifrei;28.10.2022;1,870 sFr;1,840 sFr
1671563245-609;https://www.benzin-preis.ch/suche?next=2033;"Socar

Flurstr.8, 8370 Sirnach";Bleifrei;26.11.2022;1,870 sFr;1,860 sFr
1671563248-610;https://www.benzin-preis.ch/suche?next=2032;"Avia

Flüelerstr. 38, 6460 Altdorf UR";Bleifrei;24.11.2022;1,870 sFr;1,810 sFr
1671563249-611;https://www.benzin-preis.ch/suche?next=2031;"Ruedi Rüssel

Gotthardstr. 69, 6410 Goldau";Bleifrei;23.10.2022;1,870 sFr;1,840 sFr
1671563252-612;https://www.benzin-preis.ch/suche?next=2030;"Ikas

Furkastr. 142, 3904 Naters";Bleifrei;28.10.2022;1,870 sFr;1,840 sFr
1671563254-613;https://www.benzin-preis.ch/suche?next=2029;"Coop Pronto

Aarauerstrasse 68, 5734 Reinach AG";Bleifrei;20.11.2022;1,870 sFr;1,810 sFr
1671563256-614;https://www.benzin-preis.ch/suche?next=2028;"Simond SA

rte Genève 17, 1033 Cheseaux-Lausanne";Bleifrei;25.10.2022;1,870 sFr;1,840 sFr
1671563258-615;https://www.benzin-preis.ch/suche?next=2027;"Ruedi Rüssel

Hauptstr. 68, 4153 Reinach BL";Bleifrei;26.10.2022;1,870 sFr;1,840 sFr
1671563260-616;https://www.benzin-preis.ch/suche?next=2026;"Avia

Hauptstr. 1D, 7411 Sils im Domleschg";Bleifrei;16.10.2022;1,870 sFr;1,840 sFr
1671563263-617;https://www.benzin-preis.ch/suche?next=2025;"Garage Bosshard

Nebikerstr. 5, 6247 Schötz";Bleifrei;13.11.2022;1,870 sFr;1,760 sFr
1671563265-618;https://www.benzin-preis.ch/suche?next=2024;"R. Büchi

Wilerstr. 4, 9542 Münchwilen TG";Bleifrei;26.11.2022;1,870 sFr;1,860 sFr
1671563267-619;https://www.benzin-preis.ch/suche?next=2023;"Migrol

St.Gallerstr. 101, 8645 Rapperswil-Jona";Bleifrei;24.11.2022;1,870 sFr;1,810 sFr
1671563269-620;https://www.benzin-preis.ch/suche?next=2022;"Socar

St.Gallerstr. 84, 8645 Rapperswil-Jona";Bleifrei;24.11.2022;1,870 sFr;1,810 sFr
1671563271-621;https://www.benzin-preis.ch/suche?next=2021;"Ruedi Rüssel

Gersauerstrasse 82, 6440 Brunnen";Bleifrei;29.10.2022;1,870 sFr;1,840 sFr
1671563273-622;https://www.benzin-preis.ch/suche?next=2020;"AD Garage Mühle

G.-F. Heilmann-Str.  16, 2500 Biel/Bienne";Bleifrei;26.10.2022;1,870 sFr;1,840 sFr
1671563275-623;https://www.benzin-preis.ch/suche?next=2019;"Shell Waldhof

Rütistr. 29, 8636 Wald ZH";Bleifrei;26.11.2022;1,870 sFr;1,860 sFr
1671563277-624;https://www.benzin-preis.ch/suche?next=2018;"Seeland Garage

Neuenburgstrasse 19, 3236 Gampelen";Bleifrei;13.10.2022;1,868 sFr;1,838 sFr
1671563279-625;https://www.benzin-preis.ch/suche?next=2017;"station Tamoil

rte Plaine-du-Loup 26, 1018 Lausanne";Bleifrei;19.12.2022;1,860 sFr;1,860 sFr
1671563280-626;https://www.benzin-preis.ch/suche?next=2016;"Garage Galliker AG

Sternmattweg 4, 6010 Kriens";Bleifrei;25.02.2013;1,860 sFr;
1671563283-627;https://www.benzin-preis.ch/suche?next=2015;"Socar

Rue Industrielle 70, 2740 Moutier";Bleifrei;26.10.2022;1,860 sFr;1,830 sFr
1671563285-628;https://www.benzin-preis.ch/suche?next=2014;"Garage Rainalter

Via Maistra 60, 7542 Susch";Bleifrei;31.10.2022;1,860 sFr;1,830 sFr
1671563287-629;https://www.benzin-preis.ch/suche?next=2013;"TopCC

Herbergstrasse 17, 9524 Zuzwil SG";Bleifrei;21.11.2022;1,860 sFr;1,800 sFr
1671563289-630;https://www.benzin-preis.ch/suche?next=2012;"Shell

Raststätte A1 Zürich - Bern, 5436 Würenlos";Bleifrei;02.01.2022;1,860 sFr;1,990 sFr
1671563291-631;https://www.benzin-preis.ch/suche?next=2011;"Red Fox

Hauptstr. 85, 9105 Schönengrund";Bleifrei;20.11.2022;1,860 sFr;1,800 sFr
1671563293-632;https://www.benzin-preis.ch/suche?next=2010;"BP

Amriswilerstr. 4, 9220 Bischofszell";Bleifrei;26.11.2022;1,860 sFr;1,850 sFr
1671563295-633;https://www.benzin-preis.ch/suche?next=2009;"Station Simplonblick

Kantonsstrasse, 3942 Raron";Bleifrei;28.10.2022;1,860 sFr;1,830 sFr
1671563297-634;https://www.benzin-preis.ch/suche?next=2008;"Tamoil

Überlandstrasse, 3900 Brig";Bleifrei;28.10.2022;1,860 sFr;1,830 sFr
1671563299-635;https://www.benzin-preis.ch/suche?next=2007;"Agrola

Route Suisse, 1166 Perroy";Bleifrei;28.05.2012;1,860 sFr;
1671563301-636;https://www.benzin-preis.ch/suche?next=2006;"Coop Pronto

Wehreyering 1, 3930 Visp";Bleifrei;28.10.2022;1,860 sFr;1,830 sFr
1671563303-637;https://www.benzin-preis.ch/suche?next=2005;"Oelteam AG

Emmentalstr. 45, 3510 Konolfingen";Bleifrei;03.11.2022;1,860 sFr;1,830 sFr
1671563305-638;https://www.benzin-preis.ch/suche?next=2004;"Oelteam AG

Dättlig 10, 3507 Biglen";Bleifrei;03.11.2022;1,860 sFr;1,830 sFr
1671563307-639;https://www.benzin-preis.ch/suche?next=2003;"Oberhofgarage

Hauptstrasse, 8497 Fischenthal";Bleifrei;26.11.2022;1,860 sFr;1,850 sFr
1671563309-640;https://www.benzin-preis.ch/suche?next=2002;"Avia

Delsbergstr. 61, 4242 Laufen";Bleifrei;26.10.2022;1,860 sFr;1,830 sFr
1671563311-641;https://www.benzin-preis.ch/suche?next=2001;"Freie Tankstelle Sachseln

Brünigstr. 149, 6072 Sachseln";Bleifrei;02.10.2022;1,860 sFr;1,850 sFr
1671563313-642;https://www.benzin-preis.ch/suche?next=2000;"Alpha Petrol

Talstrasse 80, 7563 Samnaun Dorf";Bleifrei;25.06.2022;1,860 sFr;1,500 sFr
1671563315-643;https://www.benzin-preis.ch/suche?next=1999;"Shell

Bleienbachstrasse 54, 4900 Langenthal";Bleifrei;13.11.2022;1,860 sFr;1,750 sFr
1671563317-644;https://www.benzin-preis.ch/suche?next=1998;"degen autotechnik ag

Hauptstr. 39, 4853 Murgenthal";Bleifrei;13.11.2022;1,859 sFr;1,749 sFr
1671563319-645;https://www.benzin-preis.ch/suche?next=1997;"Rasthof-Platanenhof

Platanenstr. 1, 3236 Gampelen";Bleifrei;09.11.2022;1,858 sFr;1,748 sFr
1671563322-646;https://www.benzin-preis.ch/suche?next=1996;"Agip Crans Pres Celigny

Route du Port, 1299 Crans-près-Céligny";Bleifrei;28.05.2012;1,855 sFr;
1671563324-647;https://www.benzin-preis.ch/suche?next=1995;"Garage Bidon 5

Chemin du Lac, 1297 Founex";Bleifrei;28.05.2012;1,855 sFr;
1671563326-648;https://www.benzin-preis.ch/suche?next=1994;"Post

Burgerriedstr. 9, 8730 Uznach";Bleifrei;17.12.2022;1,850 sFr;1,850 sFr
1671563328-649;https://www.benzin-preis.ch/suche?next=1993;"Opel Krapf AG

Buorcha, 7530 Zernez";Bleifrei;16.10.2022;1,850 sFr;1,820 sFr
1671563329-650;https://www.benzin-preis.ch/suche?next=1992;"Tamoil

Bernstrasse 49, 3175 Flamatt";Bleifrei;28.10.2022;1,850 sFr;1,820 sFr
1671563332-651;https://www.benzin-preis.ch/suche?next=1991;"Mini Prix

Neueneggstr. 2, 3175 Flamatt";Bleifrei;28.10.2022;1,850 sFr;1,820 sFr
1671563334-652;https://www.benzin-preis.ch/suche?next=1990;"Avia

Beim Bahnhof 1, 3822 Lauterbrunnen";Bleifrei;24.10.2022;1,850 sFr;1,820 sFr
1671563336-653;https://www.benzin-preis.ch/suche?next=1989;"Socar

Usterstr. 44, 8600 Dübendorf";Bleifrei;25.10.2021;1,850 sFr;1,940 sFr
1671563338-654;https://www.benzin-preis.ch/suche?next=1988;"Discount Tankstelle

Bahnhofstr. 35, 6110 Wolhusen";Bleifrei;23.10.2022;1,850 sFr;1,820 sFr
1671563340-655;https://www.benzin-preis.ch/suche?next=1987;"Ben S. Shop & Change

Route d’Ambilly 58, 1226 Thônex";Bleifrei;13.12.2022;1,850 sFr;1,850 sFr
1671563342-656;https://www.benzin-preis.ch/suche?next=1986;"Eni

Hauptstr., 8782 Rüti GL";Bleifrei;18.10.2022;1,850 sFr;1,820 sFr
1671563344-657;https://www.benzin-preis.ch/suche?next=1985;"Bp Gland

Route Suisse, 1196 Gland";Bleifrei;28.05.2012;1,850 sFr;
1671563346-658;https://www.benzin-preis.ch/suche?next=1984;"Oil

Pestalozzistr. 2, 8620 Wetzikon ZH";Bleifrei;26.10.2022;1,850 sFr;1,820 sFr
1671563348-659;https://www.benzin-preis.ch/suche?next=1983;"Tamoil

Route de Suisse 36, 1295 Mies";Bleifrei;28.05.2012;1,850 sFr;
1671563350-660;https://www.benzin-preis.ch/suche?next=1982;"Esso

Schachenhof, 6000 Luzern";Bleifrei;22.05.2012;1,850 sFr;
1671563352-661;https://www.benzin-preis.ch/suche?next=1981;"Niederer Autobetrieb AG

Kerenzerbergstr. 74 , 8757 Filzbach";Bleifrei;20.10.2022;1,850 sFr;1,820 sFr
1671563354-662;https://www.benzin-preis.ch/suche?next=1980;"Shell

Reinacherstr. 49a, 4106 Therwil";Bleifrei;26.10.2022;1,850 sFr;1,820 sFr
1671563356-663;https://www.benzin-preis.ch/suche?next=1979;"Garage Riggenbach

Holzikerst. 3, 5042 Hirschthal";Bleifrei;15.10.2022;1,850 sFr;1,820 sFr
1671563358-664;https://www.benzin-preis.ch/suche?next=1978;"Michele Rullo GmbH

Schrotmättli 2, 6014 Littau";Bleifrei;27.11.2022;1,840 sFr;1,830 sFr
1671563360-665;https://www.benzin-preis.ch/suche?next=1977;"Kneubühler AG

Obergasse 32, 4934 Madiswil";Bleifrei;13.11.2022;1,840 sFr;1,730 sFr
1671563364-666;https://www.benzin-preis.ch/suche?next=1976;"Mini Prix

Route de Bienne 1, 2605 Sonceboz-Sombeval";Bleifrei;26.10.2022;1,840 sFr;1,810 sFr
1671563366-667;https://www.benzin-preis.ch/suche?next=1975;"Merillat

Rue Pierre-Pertuis 16, 2605 Sonceboz-Sombeval";Bleifrei;26.10.2022;1,840 sFr;1,810 sFr
1671563368-668;https://www.benzin-preis.ch/suche?next=1974;"Luchs Oil

Dorf 1, 9127 St. Peterzell";Bleifrei;20.11.2022;1,840 sFr;1,780 sFr
1671563371-669;https://www.benzin-preis.ch/suche?next=1973;"Garage Battaglia & CO

Via da Spultri 272, 7742 Poschiavo";Bleifrei;21.04.2011;1,840 sFr;
1671563373-670;https://www.benzin-preis.ch/suche?next=1972;"Dosch

Julierstr., 7457 Bivio";Bleifrei;16.10.2022;1,840 sFr;1,810 sFr
1671563374-671;https://www.benzin-preis.ch/suche?next=1971;"Migrol

St. Gallerstrasse 22, 9524 Zuzwil SG";Bleifrei;26.11.2022;1,840 sFr;1,830 sFr
1671563377-672;https://www.benzin-preis.ch/suche?next=1970;"Agrola

St. Gallerstrasse 20, 9524 Zuzwil SG";Bleifrei;26.11.2022;1,840 sFr;1,830 sFr
1671563379-673;https://www.benzin-preis.ch/suche?next=1969;"Raststätte St. Katharina Nord

A14, 6034 Inwil";Bleifrei;27.11.2022;1,840 sFr;1,830 sFr
1671563382-674;https://www.benzin-preis.ch/suche?next=1968;"Avia

Baselstr. 16, 4222 Zwingen";Bleifrei;26.10.2022;1,840 sFr;1,810 sFr
1671563384-675;https://www.benzin-preis.ch/suche?next=1967;"BP

Kunklerstr., 9000 St. Gallen";Bleifrei;31.10.2021;1,840 sFr;1,930 sFr
1671563386-676;https://www.benzin-preis.ch/suche?next=1966;"Raststätte St. Katharina Süd

A14, 6034 Inwil";Bleifrei;27.11.2022;1,840 sFr;1,830 sFr
1671563388-677;https://www.benzin-preis.ch/suche?next=1965;"Poco

Rue de Vevey 91, 1618 Châtel-St-Denis";Bleifrei;25.07.2014;1,840 sFr;
1671563390-678;https://www.benzin-preis.ch/suche?next=1964;"ECS Einkaufs-Center Schänis

Biltnerstr. 32, 8718 Schänis";Bleifrei;23.11.2022;1,840 sFr;1,780 sFr
1671563392-679;https://www.benzin-preis.ch/suche?next=1963;"Zugerland Verkehrsbetriebe AG

An der Aa 6, 6300 Zug";Bleifrei;01.06.2012;1,840 sFr;
1671563394-680;https://www.benzin-preis.ch/suche?next=1962;"Coop Pronto

Route de la Gare, 1165 Allaman";Bleifrei;28.05.2012;1,840 sFr;
1671563397-681;https://www.benzin-preis.ch/suche?next=1961;"Hubrol AG

Hotel Central, 6493 Hospental";Bleifrei;15.12.2022;1,840 sFr;1,840 sFr
1671563399-682;https://www.benzin-preis.ch/suche?next=1960;"Avia

Altmattstr. 12, 6418 Rothenthurm";Bleifrei;27.11.2022;1,840 sFr;1,830 sFr
1671563400-683;https://www.benzin-preis.ch/suche?next=1959;"Shell

Via Generale Enrico Dufour, 6830 Chiasso";Bleifrei;03.04.2013;1,840 sFr;
1671563404-684;https://www.benzin-preis.ch/suche?next=1958;"Shell

Via Maestri Comacini 8A, 6830 Chiasso";Bleifrei;03.04.2013;1,840 sFr;
1671563407-685;https://www.benzin-preis.ch/suche?next=1957;"BP

Via Maestri Comacini 5, 6830 Chiasso";Bleifrei;03.04.2013;1,840 sFr;
1671563410-686;https://www.benzin-preis.ch/suche?next=1956;"Eni

Via Maestri Comacini 6, 6830 Chiasso";Bleifrei;03.04.2013;1,840 sFr;
1671563412-687;https://www.benzin-preis.ch/suche?next=1955;"Avia

Riedikerstr. 5, 8610 Uster";Bleifrei;27.11.2022;1,839 sFr;1,829 sFr
1671563414-688;https://www.benzin-preis.ch/suche?next=1954;"Shell

Schaffhauserstr. 46, 4332 Stein AG";Bleifrei;21.05.2012;1,835 sFr;
1671563416-689;https://www.benzin-preis.ch/suche?next=1953;"station Blécherette

Avenue du Grey 119, 1018 Lausanne";Bleifrei;20.12.2022;1,830 sFr;1,830 sFr
1671563418-690;https://www.benzin-preis.ch/suche?next=1952;"BP

Via San Gottardo 6, 6830 Chiasso";Bleifrei;03.04.2013;1,830 sFr;
1671563420-691;https://www.benzin-preis.ch/suche?next=1951;"Pneu Egger AG

Avenue Nestle 51, 1800 Vevey";Bleifrei;25.07.2014;1,830 sFr;
1671563422-692;https://www.benzin-preis.ch/suche?next=1950;"Tamoil

Via San Gottardo 12, 6830 Chiasso";Bleifrei;03.04.2013;1,830 sFr;
1671563424-693;https://www.benzin-preis.ch/suche?next=1949;"Statione de Servizio

Via San Gottardo, 6830 Chiasso";Bleifrei;03.04.2013;1,830 sFr;
1671563426-694;https://www.benzin-preis.ch/suche?next=1948;"Shell

Via San Gottardo, 6828 Balerna";Bleifrei;03.04.2013;1,830 sFr;
1671563429-695;https://www.benzin-preis.ch/suche?next=1947;"Bolzern Auto AG

Rengglochstrasse 30, 6012 Obernau";Bleifrei;27.11.2022;1,830 sFr;1,820 sFr
1671563431-696;https://www.benzin-preis.ch/suche?next=1946;"Hergol

Luzernerstr. 137, 6014 Littau";Bleifrei;27.11.2022;1,830 sFr;1,820 sFr
1671563433-697;https://www.benzin-preis.ch/suche?next=1945;"Avia

Luzernstr. 59, 6274 Eschenbach LU";Bleifrei;04.12.2022;1,830 sFr;1,820 sFr
