web-scraper-order;web-scraper-start-url;Adresse;Art;Datum;Preis;Preis2
1671563509-364;https://www.benzin-preis.ch/suche-kanton?next=2292;"Coop

Langsägestr. 4, 6010 Kriens";Diesel;15.10.2022;2,210 sFr;2,077 sFr
1671563511-365;https://www.benzin-preis.ch/suche-kanton?next=2291;"Socar

Stradung 18, 7460 Savognin";Diesel;16.10.2022;2,210 sFr;2,077 sFr
1671563513-366;https://www.benzin-preis.ch/suche-kanton?next=2290;"Migrol

Ackerstr. 47, 8610 Uster";Diesel;25.09.2022;2,210 sFr;2,067 sFr
1671563516-367;https://www.benzin-preis.ch/suche-kanton?next=2289;"Agrola

, 7450 Tiefencastel";Diesel;16.10.2022;2,210 sFr;2,077 sFr
1671563517-368;https://www.benzin-preis.ch/suche-kanton?next=2288;"Coop Pronto

rte Reculan 1, 1024 Ecublens VD";Diesel;20.11.2022;2,210 sFr;2,150 sFr
1671563520-369;https://www.benzin-preis.ch/suche-kanton?next=2287;"Socar

Kasernenstr. 67, 7000 Chur";Diesel;16.10.2022;2,210 sFr;2,077 sFr
1671563522-370;https://www.benzin-preis.ch/suche-kanton?next=2286;"Eni

Kasernenstr. 159, 7000 Chur";Diesel;16.10.2022;2,210 sFr;2,077 sFr
1671563524-371;https://www.benzin-preis.ch/suche-kanton?next=2285;"Coop Pronto

Kasernernstrasse 25 , 7000 Chur";Diesel;16.10.2022;2,210 sFr;2,077 sFr
1671563526-372;https://www.benzin-preis.ch/suche-kanton?next=2284;"Shell-Tankstelle

Vorstatt 28, 6244 Nebikon";Diesel;13.11.2022;2,210 sFr;2,100 sFr
1671563528-373;https://www.benzin-preis.ch/suche-kanton?next=2283;"Garage Seeholzer

Vorstatt 7, 6244 Nebikon";Diesel;13.11.2022;2,210 sFr;2,100 sFr
1671563530-374;https://www.benzin-preis.ch/suche-kanton?next=2282;"Socar

San Bernardino, 6565 S. Bernardino";Diesel;21.03.2022;2,209 sFr;2,206 sFr
1671563532-375;https://www.benzin-preis.ch/suche-kanton?next=2281;"Gustoil

Rue Industrielle , 2740 Moutier";Diesel;26.10.2022;2,209 sFr;2,069 sFr
1671563534-376;https://www.benzin-preis.ch/suche-kanton?next=2280;"Rasthof-Platanenhof

Platanenstr. 1, 3236 Gampelen";Diesel;09.11.2022;2,208 sFr;2,098 sFr
1671563536-377;https://www.benzin-preis.ch/suche-kanton?next=2279;"Ben S. Shop & Change

Route de Bellegarde 71, 1284 Chancy";Diesel;16.11.2022;2,205 sFr;2,145 sFr
1671563538-378;https://www.benzin-preis.ch/suche-kanton?next=2278;"Garage Wüest

Willisauerstr. 24, 6218 Ettiswil";Diesel;12.11.2022;2,205 sFr;2,095 sFr
1671563540-379;https://www.benzin-preis.ch/suche-kanton?next=2277;"Küng AG Bern

Hubelgutstrasse 1, 3048 Worblaufen";Diesel;21.08.2022;2,200 sFr;1,957 sFr
1671563543-380;https://www.benzin-preis.ch/suche-kanton?next=2276;"Shell

Neudorfstr. 102, 7430 Thusis";Diesel;16.10.2022;2,200 sFr;2,067 sFr
1671563545-381;https://www.benzin-preis.ch/suche-kanton?next=2275;"Agrola

route Cantonale 1, 2733 Pontenet";Diesel;26.10.2022;2,200 sFr;2,060 sFr
1671563547-382;https://www.benzin-preis.ch/suche-kanton?next=2274;"Merillat

Grand Rue 68, 2735 Malleray";Diesel;26.10.2022;2,200 sFr;2,060 sFr
1671563549-383;https://www.benzin-preis.ch/suche-kanton?next=2273;"Jubin

rue Principale 28, 2735 Bévilard";Diesel;26.10.2022;2,200 sFr;2,060 sFr
1671563552-384;https://www.benzin-preis.ch/suche-kanton?next=2272;"Merillat

Rue Principale 8, 2736 Sorvilier";Diesel;26.10.2022;2,200 sFr;2,060 sFr
1671563553-385;https://www.benzin-preis.ch/suche-kanton?next=2271;"Coop

Untere Dürrmühlestrasse 19, 4704 Niederbipp";Diesel;31.03.2022;2,200 sFr;2,127 sFr
1671563556-386;https://www.benzin-preis.ch/suche-kanton?next=2270;"Coop

Dorfstrasse 20, 4612 Wangen b. Olten";Diesel;01.04.2022;2,200 sFr;2,137 sFr
1671563558-387;https://www.benzin-preis.ch/suche-kanton?next=2269;"Socar

Baldeggstr. 18, 6280 Hochdorf";Diesel;20.11.2022;2,200 sFr;2,140 sFr
1671563560-388;https://www.benzin-preis.ch/suche-kanton?next=2268;"BP Service Crissier

rte de Prilly 29, 1023 Crissier";Diesel;18.11.2022;2,200 sFr;2,140 sFr
1671563562-389;https://www.benzin-preis.ch/suche-kanton?next=2267;"Tamoil

Luzernstr. 33, 6280 Hochdorf";Diesel;20.11.2022;2,200 sFr;2,140 sFr
1671563564-390;https://www.benzin-preis.ch/suche-kanton?next=2266;"Tamoil

Bernstrasse 49, 3175 Flamatt";Diesel;28.10.2022;2,200 sFr;2,060 sFr
1671563566-391;https://www.benzin-preis.ch/suche-kanton?next=2265;"Coop

Via Stazione 33, 6593 Cadenazzo";Diesel;25.11.2022;2,200 sFr;2,190 sFr
1671563568-392;https://www.benzin-preis.ch/suche-kanton?next=2264;"Coop Pronto

Toggenburgerstr. 103 , 9500 Wil SG";Diesel;16.11.2022;2,200 sFr;2,140 sFr
1671563570-393;https://www.benzin-preis.ch/suche-kanton?next=2263;"Shell

Toggenburgerstr. 129 , 9500 Wil SG";Diesel;16.11.2022;2,200 sFr;2,140 sFr
1671563572-394;https://www.benzin-preis.ch/suche-kanton?next=2262;"Avia

Toggenburgerstr. 28, 9532 Rickenbach b. Wil";Diesel;16.11.2022;2,200 sFr;2,140 sFr
1671563574-395;https://www.benzin-preis.ch/suche-kanton?next=2261;"Shell

Wilerstr. 208, 9500 Wil SG";Diesel;20.11.2022;2,200 sFr;2,140 sFr
1671563576-396;https://www.benzin-preis.ch/suche-kanton?next=2260;"HESSAG

Worblaufenstr. 159, 3048 Worblaufen";Diesel;14.08.2022;2,200 sFr;1,997 sFr
1671563579-397;https://www.benzin-preis.ch/suche-kanton?next=2259;"Coop Pronto

rte Etagnières, 1037 Etagnières";Diesel;18.11.2022;2,200 sFr;2,140 sFr
1671563581-398;https://www.benzin-preis.ch/suche-kanton?next=2258;"Ruedi Rüssel

Aarburgerstr. 96, 4600 Olten";Diesel;06.04.2022;2,200 sFr;2,137 sFr
1671563583-399;https://www.benzin-preis.ch/suche-kanton?next=2257;"Jubin

Route de Saillon 94, 1926 Fully";Diesel;18.04.2022;2,200 sFr;2,157 sFr
1671563586-400;https://www.benzin-preis.ch/suche-kanton?next=2256;"Jubin

Avenue des Comtes de Savoie, 1913 Saillon";Diesel;18.04.2022;2,200 sFr;2,157 sFr
1671563588-401;https://www.benzin-preis.ch/suche-kanton?next=2255;"Migrol

Dorf 62, 6160 Entlebuch";Diesel;12.04.2022;2,200 sFr;2,157 sFr
1671563591-402;https://www.benzin-preis.ch/suche-kanton?next=2254;"Schuetzenmatt Garage

Hauptstr., 6160 Entlebuch";Diesel;12.04.2022;2,200 sFr;2,157 sFr
1671563593-403;https://www.benzin-preis.ch/suche-kanton?next=2253;"Ruedi Rüssel

Im Herzel 7, 4614 Hägendorf";Diesel;01.04.2022;2,200 sFr;2,137 sFr
1671563595-404;https://www.benzin-preis.ch/suche-kanton?next=2252;"Socar

Solothurnstrasse 9, 4702 Oensingen";Diesel;31.03.2022;2,200 sFr;2,127 sFr
1671563597-405;https://www.benzin-preis.ch/suche-kanton?next=2251;"Coop Pronto

Langenthalstr. 90, 4912 Aarwangen";Diesel;13.11.2022;2,200 sFr;2,090 sFr
1671563599-406;https://www.benzin-preis.ch/suche-kanton?next=2250;"BP

Ebnaterstr. 63, 9630 Wattwil";Diesel;20.11.2022;2,200 sFr;2,140 sFr
1671563601-407;https://www.benzin-preis.ch/suche-kanton?next=2249;"Avia

Wolfikon 73, 9533 Kirchberg SG";Diesel;16.11.2022;2,200 sFr;2,140 sFr
1671563603-408;https://www.benzin-preis.ch/suche-kanton?next=2248;"BP

Kirchbergerstr. 36, 9534 Gähwil";Diesel;16.11.2022;2,200 sFr;2,140 sFr
1671563605-409;https://www.benzin-preis.ch/suche-kanton?next=2247;"Agrola

Wilerstr. 87, 9630 Wattwil";Diesel;20.11.2022;2,200 sFr;2,140 sFr
1671563607-410;https://www.benzin-preis.ch/suche-kanton?next=2246;"station Agip

bd Arc-en-Ciel 37, 1030 Bussigny-Lausanne";Diesel;18.11.2022;2,200 sFr;2,140 sFr
1671563609-411;https://www.benzin-preis.ch/suche-kanton?next=2245;"Ruedi Rüssel Tankstelle 

Reichenauerstr. 36, 7013 Domat/Ems";Diesel;16.10.2022;2,200 sFr;2,067 sFr
1671563611-412;https://www.benzin-preis.ch/suche-kanton?next=2244;"Agrola

Lütisburgerstr., 9243 Jonschwil";Diesel;16.11.2022;2,200 sFr;2,140 sFr
1671563613-413;https://www.benzin-preis.ch/suche-kanton?next=2243;"Agrola

Bischofszellerstr. 45, 9200 Gossau SG";Diesel;20.11.2022;2,200 sFr;2,140 sFr
1671563615-414;https://www.benzin-preis.ch/suche-kanton?next=2242;"Avia

Im Dorf 14, 9245 Oberbüren";Diesel;16.11.2022;2,200 sFr;2,140 sFr
1671563617-415;https://www.benzin-preis.ch/suche-kanton?next=2241;"MS Oil

Bischofszellerstr. 61;, 9200 Gossau SG";Diesel;20.11.2022;2,200 sFr;2,140 sFr
1671563620-416;https://www.benzin-preis.ch/suche-kanton?next=2240;"Coop Pronto

 Bischofszellerstr. 303, 9212 Arnegg";Diesel;20.11.2022;2,200 sFr;2,140 sFr
1671563624-417;https://www.benzin-preis.ch/suche-kanton?next=2239;"Station Simplonblick

Kantonsstrasse, 3942 Raron";Diesel;28.10.2022;2,200 sFr;2,060 sFr
1671563626-418;https://www.benzin-preis.ch/suche-kanton?next=2238;"BP

Bischofszellerstr. 315, 9212 Arnegg";Diesel;20.11.2022;2,200 sFr;2,140 sFr
1671563628-419;https://www.benzin-preis.ch/suche-kanton?next=2237;"Avia

Sulgerstr. 41, 9220 Bischofszell";Diesel;20.11.2022;2,200 sFr;2,140 sFr
1671563630-420;https://www.benzin-preis.ch/suche-kanton?next=2236;"Avia

Hauptstr. 23, 9213 Hauptwil";Diesel;20.11.2022;2,200 sFr;2,140 sFr
1671563632-421;https://www.benzin-preis.ch/suche-kanton?next=2235;"Eni

Bahnhofstrasse 170, 9244 Niederuzwil";Diesel;16.11.2022;2,200 sFr;2,140 sFr
1671563634-422;https://www.benzin-preis.ch/suche-kanton?next=2234;"Coop Pronto

Wilerstr. 210, 9500 Wil SG";Diesel;20.11.2022;2,200 sFr;2,140 sFr
1671563636-423;https://www.benzin-preis.ch/suche-kanton?next=2233;"BP

Herisauerstrasse 89, 9200 Gossau";Diesel;20.11.2022;2,200 sFr;2,140 sFr
1671563698-424;https://www.benzin-preis.ch/suche-kanton?next=2232;"COOP Pronto

En Milavy 2, 1580 Avenches";Diesel;22.11.2022;2,200 sFr;2,140 sFr
1671563699-425;https://www.benzin-preis.ch/suche-kanton?next=2231;"Coop Pronto

Bernstrasse 11, 3238 Gals";Diesel;13.10.2022;2,200 sFr;2,067 sFr
1671563701-426;https://www.benzin-preis.ch/suche-kanton?next=2230;"Coop

Alpsteinstr. 26, 9100 Herisau";Diesel;20.11.2022;2,200 sFr;2,140 sFr
1671563707-427;https://www.benzin-preis.ch/suche-kanton?next=2229;"Ikas

Furkastr. 142, 3904 Naters";Diesel;28.10.2022;2,200 sFr;2,060 sFr
1671563710-428;https://www.benzin-preis.ch/suche-kanton?next=2228;"Shell Station

Rte de Meyrin 248, 1217 Meyrin";Diesel;20.03.2022;2,200 sFr;2,127 sFr
1671563711-429;https://www.benzin-preis.ch/suche-kanton?next=2227;"Oil

Binzikerstr. 22, 8627 Grüningen";Diesel;24.09.2022;2,200 sFr;2,057 sFr
1671563714-430;https://www.benzin-preis.ch/suche-kanton?next=2226;"BP

Bielstr. 98, 3250 Lyss";Diesel;06.06.2022;2,200 sFr;1,997 sFr
1671563716-431;https://www.benzin-preis.ch/suche-kanton?next=2225;"BP Tankstelle Ricken

Rapperswilerstr. 17, 8726 Ricken";Diesel;20.11.2022;2,200 sFr;2,140 sFr
1671563718-432;https://www.benzin-preis.ch/suche-kanton?next=2224;"Coop

Wilerstr. 48, 9630 Wattwil";Diesel;20.11.2022;2,200 sFr;2,140 sFr
1671563720-433;https://www.benzin-preis.ch/suche-kanton?next=2223;"Abderhalden AG

Wilerstr. 144, 9620 Lichtensteig";Diesel;20.11.2022;2,200 sFr;2,140 sFr
1671563722-434;https://www.benzin-preis.ch/suche-kanton?next=2222;"Avia

Alpsteinstr. 38, 9100 Herisau";Diesel;20.11.2022;2,200 sFr;2,140 sFr
1671563725-435;https://www.benzin-preis.ch/suche-kanton?next=2221;"Avia

Delsbergstr. 61, 4242 Laufen";Diesel;26.10.2022;2,200 sFr;2,060 sFr
1671563727-436;https://www.benzin-preis.ch/suche-kanton?next=2220;"Avia

Staatsstr. 16, 9246 Niederbüren";Diesel;16.11.2022;2,200 sFr;2,140 sFr
1671563729-437;https://www.benzin-preis.ch/suche-kanton?next=2219;"Garage Bosshard

Nebikerstr. 5, 6247 Schötz";Diesel;13.11.2022;2,200 sFr;2,090 sFr
1671563732-438;https://www.benzin-preis.ch/suche-kanton?next=2218;"Auto Twin Towers

Richtstrasse 4, 7000 Chur";Diesel;16.10.2022;2,200 sFr;2,067 sFr
1671563734-439;https://www.benzin-preis.ch/suche-kanton?next=2217;"Socar

Solothurnerstr. 170, 4600 Olten";Diesel;01.04.2022;2,200 sFr;2,137 sFr
1671563737-440;https://www.benzin-preis.ch/suche-kanton?next=2216;"City Moesa SA

Campagnola, 6534 S. Vittore";Diesel;21.03.2022;2,195 sFr;2,192 sFr
1671563739-441;https://www.benzin-preis.ch/suche-kanton?next=2215;"Shell

Route de Pra Riond 4, 1635 La Tour-de-Trême";Diesel;18.04.2022;2,190 sFr;2,147 sFr
1671563742-442;https://www.benzin-preis.ch/suche-kanton?next=2214;"Coop Pronto

Route de Pra Riond 1, 1635 La Tour-de-Trême";Diesel;18.04.2022;2,190 sFr;2,147 sFr
1671563745-443;https://www.benzin-preis.ch/suche-kanton?next=2213;"Frei Trankstelle

Via Maistra, 7537 Müstair";Diesel;31.10.2022;2,190 sFr;2,050 sFr
1671563747-444;https://www.benzin-preis.ch/suche-kanton?next=2212;"Shell

Grand-Rue 60, 2710 Tavannes";Diesel;31.10.2022;2,190 sFr;2,050 sFr
1671563750-445;https://www.benzin-preis.ch/suche-kanton?next=2211;"Tamoil

Knotternstr. 1, 9422 Staad";Diesel;07.10.2022;2,190 sFr;2,077 sFr
1671563752-446;https://www.benzin-preis.ch/suche-kanton?next=2210;"Migrol

Brünigstrasse 52, 6072 Sachseln";Diesel;02.10.2022;2,190 sFr;2,077 sFr
1671563755-447;https://www.benzin-preis.ch/suche-kanton?next=2209;"Hergol

Aargauerstr. 15, 6294 Ermensee";Diesel;20.11.2022;2,190 sFr;2,130 sFr
1671563758-448;https://www.benzin-preis.ch/suche-kanton?next=2208;"Freie Tankstelle

Seetalstr., 6285 Hitzkirch";Diesel;20.11.2022;2,190 sFr;2,130 sFr
1671563761-449;https://www.benzin-preis.ch/suche-kanton?next=2207;"Avia

Beim Bahnhof 1, 3822 Lauterbrunnen";Diesel;24.10.2022;2,190 sFr;2,053 sFr
1671563763-450;https://www.benzin-preis.ch/suche-kanton?next=2206;"Garage de Lioson

Route du Col des Mosses 62, 1862 Les Mosses";Diesel;18.04.2022;2,190 sFr;2,147 sFr
1671563766-451;https://www.benzin-preis.ch/suche-kanton?next=2205;"AK CAR SHOP AG 

Industriestrasse 6, 7208 Malans GR";Diesel;16.10.2022;2,190 sFr;2,057 sFr
1671563768-452;https://www.benzin-preis.ch/suche-kanton?next=2204;"Dorf Tankstelle

Toggenburgerstr. 11, 9608 Ganterschwil";Diesel;16.11.2022;2,190 sFr;2,130 sFr
1671563770-453;https://www.benzin-preis.ch/suche-kanton?next=2203;"TopCC

Herbergstrasse 17, 9524 Zuzwil SG";Diesel;21.11.2022;2,190 sFr;2,130 sFr
1671563772-454;https://www.benzin-preis.ch/suche-kanton?next=2202;"Avia

Seetalstr. 32, 6020 Emmenbrücke";Diesel;06.11.2022;2,190 sFr;2,080 sFr
1671563775-455;https://www.benzin-preis.ch/suche-kanton?next=2201;"Agrola

Zugerstr. 4, 6403 Küssnacht am Rigi";Diesel;12.04.2022;2,190 sFr;2,147 sFr
1671563777-456;https://www.benzin-preis.ch/suche-kanton?next=2200;"Migrol

Buchlistrasse 1, 4704 Niederbipp";Diesel;31.03.2022;2,190 sFr;2,117 sFr
1671563779-457;https://www.benzin-preis.ch/suche-kanton?next=2199;"Agrola

Luzernerstr. 47 , 6045 Meggen";Diesel;12.04.2022;2,190 sFr;2,147 sFr
1671563781-458;https://www.benzin-preis.ch/suche-kanton?next=2198;"station Miniprix

rte Vanel 121, 1647 Corbières";Diesel;18.04.2022;2,190 sFr;2,147 sFr
1671563783-459;https://www.benzin-preis.ch/suche-kanton?next=2197;"Shell

Gotthardstr. 45 , 6045 Meggen";Diesel;12.04.2022;2,190 sFr;2,147 sFr
1671563784-460;https://www.benzin-preis.ch/suche-kanton?next=2196;"Ruedi Rüssel

Landstr. 27, 7304 Maienfeld";Diesel;16.10.2022;2,190 sFr;2,057 sFr
1671563786-461;https://www.benzin-preis.ch/suche-kanton?next=2195;"Midland

Bahnhofstr 9, 3672 Oberdiessbach";Diesel;25.03.2022;2,190 sFr;2,117 sFr
1671563788-462;https://www.benzin-preis.ch/suche-kanton?next=2194;"Agrola

Sandackerstr., 9245 Oberbüren";Diesel;11.10.2022;2,190 sFr;
1671563790-463;https://www.benzin-preis.ch/suche-kanton?next=2193;"BP

Staatsstr. 57, 9246 Niederbüren";Diesel;16.11.2022;2,190 sFr;2,130 sFr
1671563792-464;https://www.benzin-preis.ch/suche-kanton?next=2192;"Ruedi Rüssel

Höheweg 199, 3800 Interlaken";Diesel;10.09.2022;2,190 sFr;1,977 sFr
1671563795-465;https://www.benzin-preis.ch/suche-kanton?next=2191;"Rheingarage Jaeger AG

Untere Industrie 2, 7304 Maienfeld";Diesel;16.10.2022;2,190 sFr;2,057 sFr
1671563797-466;https://www.benzin-preis.ch/suche-kanton?next=2190;"Auto Steiger

Wiese 39, 8767 Elm";Diesel;24.11.2022;2,190 sFr;2,130 sFr
1671563799-467;https://www.benzin-preis.ch/suche-kanton?next=2189;"Centre de l

Route du Vignoble 25, 2017 Boudry";Diesel;13.10.2022;2,190 sFr;2,057 sFr
1671563802-468;https://www.benzin-preis.ch/suche-kanton?next=2188;"Coop-Pronto

Seetalstr. 44, 6020 Emmenbrücke";Diesel;06.11.2022;2,190 sFr;2,080 sFr
1671563805-469;https://www.benzin-preis.ch/suche-kanton?next=2187;"G. Roos

Zürichstr. 48, 8606 Nänikon";Diesel;25.09.2022;2,190 sFr;2,047 sFr
1671563807-470;https://www.benzin-preis.ch/suche-kanton?next=2186;"Schlossgarage Furrer AG

Esslingerstr. 2, 8627 Grüningen";Diesel;24.09.2022;2,190 sFr;2,047 sFr
1671563809-471;https://www.benzin-preis.ch/suche-kanton?next=2185;"Socar

Baselstr. 15, 4242 Laufen";Diesel;26.10.2022;2,190 sFr;2,050 sFr
1671563811-472;https://www.benzin-preis.ch/suche-kanton?next=2184;"Eni

GRABENHOF, 6010 Kriens";Diesel;01.10.2022;2,190 sFr;2,077 sFr
1671563812-473;https://www.benzin-preis.ch/suche-kanton?next=2183;"Garage Riggenbach

Holzikerst. 3, 5042 Hirschthal";Diesel;15.10.2022;2,190 sFr;2,057 sFr
1671563815-474;https://www.benzin-preis.ch/suche-kanton?next=2182;"Avia

Via Cantonale, 6802 Rivera";Diesel;21.03.2022;2,190 sFr;2,187 sFr
1671563817-475;https://www.benzin-preis.ch/suche-kanton?next=2181;"Tamoil

Via Cantonale, 6804 Bironico";Diesel;21.03.2022;2,190 sFr;2,187 sFr
1671563819-476;https://www.benzin-preis.ch/suche-kanton?next=2180;"Shell

Via Cantonale, 6804 Bironico";Diesel;21.03.2022;2,190 sFr;2,187 sFr
1671563821-477;https://www.benzin-preis.ch/suche-kanton?next=2179;"Tamoil

Via Cantonale, 6814 Lamone";Diesel;21.03.2022;2,190 sFr;2,187 sFr
1671563824-478;https://www.benzin-preis.ch/suche-kanton?next=2178;"Reinigungstechnik Welti GmbH

Luzernerstrasse 11, 6284 Gelfingen";Diesel;20.11.2022;2,190 sFr;2,130 sFr
1671563826-479;https://www.benzin-preis.ch/suche-kanton?next=2177;"BP

Rothenburgstrasse 12, 6020 Emmenbrücke";Diesel;19.11.2022;2,190 sFr;2,130 sFr
1671563828-480;https://www.benzin-preis.ch/suche-kanton?next=2176;"Tank schön

Furkastr. , 3985 Münster VS";Diesel;28.10.2022;2,189 sFr;2,049 sFr
1671563829-481;https://www.benzin-preis.ch/suche-kanton?next=2175;"Socar Camorino

Via Cantonale, 6528 Camorino";Diesel;21.03.2022;2,180 sFr;2,177 sFr
1671563832-482;https://www.benzin-preis.ch/suche-kanton?next=2174;"Mini Prix

Route de Tavannes 44, 2732 Reconvilier";Diesel;26.10.2022;2,180 sFr;2,040 sFr
1671563834-483;https://www.benzin-preis.ch/suche-kanton?next=2173;"Socar

Via San Gottardo, 6592 S. Antonino";Diesel;21.03.2022;2,180 sFr;2,177 sFr
1671563836-484;https://www.benzin-preis.ch/suche-kanton?next=2172;"Shell

Via Gorelle, 6592 S. Antonino";Diesel;21.03.2022;2,180 sFr;2,177 sFr
1671563839-485;https://www.benzin-preis.ch/suche-kanton?next=2171;"Garage Peter Weber

Luterbachstrasse 51, 4528 Zuchwil";Diesel;17.07.2022;2,180 sFr;1,947 sFr
1671563841-486;https://www.benzin-preis.ch/suche-kanton?next=2170;"Tamoil

Via Giulia 47, 6855 Stabio";Diesel;21.03.2022;2,180 sFr;2,177 sFr
1671563844-487;https://www.benzin-preis.ch/suche-kanton?next=2169;"Piccadilly

Via Gaggiolo 33, 6855 Stabio";Diesel;21.03.2022;2,180 sFr;2,177 sFr
1671563846-488;https://www.benzin-preis.ch/suche-kanton?next=2168;"Eni

Via Gaggiolo 35, 6855 Stabio";Diesel;21.03.2022;2,180 sFr;2,177 sFr
1671563848-489;https://www.benzin-preis.ch/suche-kanton?next=2167;"Eni

Via Gaggiolo 45, 6855 Stabio";Diesel;21.03.2022;2,180 sFr;2,177 sFr
1671563850-490;https://www.benzin-preis.ch/suche-kanton?next=2166;"Eni

Via Gaggiolo 42, 6855 Stabio";Diesel;21.03.2022;2,180 sFr;2,177 sFr
1671563852-491;https://www.benzin-preis.ch/suche-kanton?next=2165;"Shell

Freiburgstr. 508, 3018 Bern";Diesel;18.04.2022;2,180 sFr;2,137 sFr
1671563854-492;https://www.benzin-preis.ch/suche-kanton?next=2164;"station Shell

rte Genève 9A, 1033 Cheseaux-Lausanne";Diesel;29.11.2022;2,180 sFr;2,170 sFr
1671563857-493;https://www.benzin-preis.ch/suche-kanton?next=2163;"Avia

Freiburgstr. 528, 3172 Niederwangen BE";Diesel;18.04.2022;2,180 sFr;2,137 sFr
1671563859-494;https://www.benzin-preis.ch/suche-kanton?next=2162;"Ruedi Rüssel

Hauptstr. 8, 6283 Baldegg";Diesel;20.11.2022;2,180 sFr;2,120 sFr
1671563861-495;https://www.benzin-preis.ch/suche-kanton?next=2161;"Coop

Rue du Bruye 65, 2732 Reconvilier";Diesel;31.10.2022;2,180 sFr;2,040 sFr
1671563865-496;https://www.benzin-preis.ch/suche-kanton?next=2160;"Station Migrol

Rte de Reconvilier 13, 2710 Tavannes";Diesel;26.10.2022;2,180 sFr;2,040 sFr
1671563867-497;https://www.benzin-preis.ch/suche-kanton?next=2159;"Coop

Via San Gottardo 73, 6500 Bellinzona";Diesel;21.03.2022;2,180 sFr;2,177 sFr
1671563870-498;https://www.benzin-preis.ch/suche-kanton?next=2158;"Jubin

Route des Ouges, 1660 Les Moulins";Diesel;18.04.2022;2,180 sFr;2,137 sFr
1671563872-499;https://www.benzin-preis.ch/suche-kanton?next=2157;"Jubin

Route du Fragnolet 1, 1660 Château-d'Oex";Diesel;18.04.2022;2,180 sFr;2,137 sFr
1671563874-500;https://www.benzin-preis.ch/suche-kanton?next=2156;"Agrola

Route de Saanen 2, 1660 Château-d'Oex";Diesel;18.04.2022;2,180 sFr;2,137 sFr
1671563877-501;https://www.benzin-preis.ch/suche-kanton?next=2155;"Hergol

Hauptstrasse 56, 6182 Escholzmatt";Diesel;12.04.2022;2,180 sFr;2,137 sFr
1671563879-502;https://www.benzin-preis.ch/suche-kanton?next=2154;"Mini Prix

Oltnerstr. 3, 4622 Egerkingen";Diesel;01.04.2022;2,180 sFr;2,117 sFr
1671563881-503;https://www.benzin-preis.ch/suche-kanton?next=2153;"BP

Luzernerstr. 44, 6045 Meggen";Diesel;12.04.2022;2,180 sFr;2,137 sFr
1671563883-504;https://www.benzin-preis.ch/suche-kanton?next=2152;"Hergol

Luzernerstr. 26, 6045 Meggen";Diesel;12.04.2022;2,180 sFr;2,137 sFr
1671563885-505;https://www.benzin-preis.ch/suche-kanton?next=2151;"Agrola

Tanneggerstr. 4, 8374 Dussnang";Diesel;08.04.2022;2,180 sFr;2,137 sFr
1671563887-506;https://www.benzin-preis.ch/suche-kanton?next=2150;"Eni

Via San Gottardo, 6593 Cadenazzo";Diesel;21.03.2022;2,180 sFr;2,177 sFr
1671563890-507;https://www.benzin-preis.ch/suche-kanton?next=2149;"Avia

Via Gaggiolo 39, 6855 Stabio";Diesel;21.03.2022;2,180 sFr;2,177 sFr
1671563892-508;https://www.benzin-preis.ch/suche-kanton?next=2148;"Nasaline Route 10

Umfahrungsstr. , 6102 Malters";Diesel;23.10.2022;2,180 sFr;2,043 sFr
1671563894-509;https://www.benzin-preis.ch/suche-kanton?next=2147;"Leone

Othmarsingerstr. 3, 5600 Lenzburg";Diesel;15.10.2022;2,180 sFr;2,047 sFr
1671563896-510;https://www.benzin-preis.ch/suche-kanton?next=2146;"Socar

Via della Posta 23, 6934 Bioggio";Diesel;21.03.2022;2,180 sFr;2,177 sFr
1671563898-511;https://www.benzin-preis.ch/suche-kanton?next=2145;"Coop Pronto

Lindenstrasse, 6000 Luzern";Diesel;12.04.2022;2,180 sFr;2,137 sFr
1671563900-512;https://www.benzin-preis.ch/suche-kanton?next=2144;"Eni

Via Bellinzona 17, 6512 Giubiasco";Diesel;21.03.2022;2,180 sFr;2,177 sFr
1671563903-513;https://www.benzin-preis.ch/suche-kanton?next=2143;"Garage Keller + Co.

Hauptstr. 14, 7411 Sils im Domleschg";Diesel;16.10.2022;2,180 sFr;2,047 sFr
1671563905-514;https://www.benzin-preis.ch/suche-kanton?next=2142;"Migrol

Hauptstrasse 128, 6182 Escholzmatt";Diesel;12.04.2022;2,180 sFr;2,137 sFr
1671563908-515;https://www.benzin-preis.ch/suche-kanton?next=2141;"Eni

Via San Gottardo, 6500 Bellinzona";Diesel;21.03.2022;2,180 sFr;2,177 sFr
1671563910-516;https://www.benzin-preis.ch/suche-kanton?next=2140;"Socar

Via San Gottardo 129, 6500 Bellinzona";Diesel;21.03.2022;2,180 sFr;2,177 sFr
1671563912-517;https://www.benzin-preis.ch/suche-kanton?next=2139;"Eni

Via Emilio Motta, 6500 Bellinzona";Diesel;21.03.2022;2,180 sFr;2,177 sFr
1671563915-518;https://www.benzin-preis.ch/suche-kanton?next=2138;"oeltrans

Lauenenstr. 2, 3855 Brienz BE";Diesel;12.04.2022;2,180 sFr;2,137 sFr
1671563917-519;https://www.benzin-preis.ch/suche-kanton?next=2137;"Eni

Monte Ceneri, 6802 Rivera";Diesel;21.03.2022;2,180 sFr;2,177 sFr
